EmployeeID,Employee_Count,Job_Role,Department,Job_Level,Job_Involvement,Performance_Rating,Over_Time,Training_Times_Last_Year,Business_Travel,Standard_Hours,Environment_Satisfaction,Job_Satisfaction,Percent_Salary_Hike
1279,1,"Laboratory Technician","Research & Development",1,2,4,No,2,Travel_Frequently,80,1,3,20
1280,1,Manager,Sales,5,2,3,No,2,Travel_Rarely,80,4,2,14
1281,1,"Sales Executive",Sales,2,3,3,Yes,3,Travel_Rarely,80,3,1,12
1282,1,Manager,Sales,5,3,4,Yes,5,Travel_Frequently,80,4,2,24
1283,1,"Manufacturing Director","Research & Development",3,3,3,No,6,Travel_Rarely,80,4,4,12
1285,1,"Laboratory Technician","Research & Development",2,3,3,No,2,Travel_Frequently,80,3,2,13
1286,1,"Laboratory Technician","Research & Development",1,3,3,Yes,2,Travel_Frequently,80,4,3,11
1288,1,Manager,"Research & Development",5,4,3,No,4,Travel_Rarely,80,3,1,14
1289,1,"Human Resources","Human Resources",2,2,3,No,5,Travel_Frequently,80,3,2,11
1291,1,"Research Scientist","Research & Development",1,3,3,Yes,3,Travel_Rarely,80,3,3,14
1292,1,"Research Scientist","Research & Development",2,4,3,Yes,2,Travel_Rarely,80,2,2,16
1293,1,"Sales Executive",Sales,3,2,3,No,3,Travel_Rarely,80,4,4,14
1294,1,"Manufacturing Director","Research & Development",2,3,3,Yes,2,Travel_Rarely,80,3,2,11
1295,1,"Healthcare Representative","Research & Development",3,3,3,No,2,Travel_Rarely,80,1,4,11
1296,1,"Laboratory Technician","Research & Development",1,2,3,Yes,2,Travel_Frequently,80,4,4,12
1297,1,"Laboratory Technician","Research & Development",1,2,3,No,6,Travel_Frequently,80,2,3,14
1298,1,"Manufacturing Director","Research & Development",2,3,3,Yes,3,Non-Travel,80,3,3,18
1299,1,"Laboratory Technician","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,2,3,13
1301,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Rarely,80,4,1,11
1303,1,"Research Scientist","Research & Development",1,3,3,No,3,Travel_Rarely,80,4,2,18
1304,1,"Sales Executive",Sales,2,4,3,No,4,Travel_Rarely,80,3,4,15
1306,1,Manager,"Research & Development",5,3,4,No,4,Travel_Frequently,80,2,2,22
1307,1,Manager,"Research & Development",4,2,3,Yes,4,Travel_Rarely,80,3,2,13
1308,1,"Research Scientist","Research & Development",1,3,3,No,3,Travel_Rarely,80,1,3,12
1309,1,"Laboratory Technician","Research & Development",2,3,3,No,3,Travel_Rarely,80,4,3,18
1310,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Rarely,80,3,1,13
1311,1,"Laboratory Technician","Research & Development",2,2,3,No,6,Travel_Rarely,80,1,4,12
1312,1,"Healthcare Representative","Research & Development",3,3,3,No,0,Travel_Rarely,80,4,3,12
1314,1,"Human Resources","Human Resources",1,3,3,No,3,Travel_Rarely,80,4,1,12
1315,1,"Laboratory Technician","Research & Development",2,1,3,No,6,Non-Travel,80,3,4,11
1317,1,"Research Director","Research & Development",4,3,3,Yes,2,Travel_Rarely,80,4,1,11
1318,1,"Sales Executive",Sales,3,2,3,Yes,2,Travel_Rarely,80,4,2,12
1319,1,"Sales Executive",Sales,3,3,3,Yes,2,Travel_Rarely,80,2,2,19
1321,1,Manager,"Research & Development",3,3,4,Yes,2,Travel_Rarely,80,2,1,23
1322,1,"Manufacturing Director","Research & Development",2,3,3,No,6,Travel_Rarely,80,1,3,11
1324,1,"Sales Executive",Sales,3,3,3,Yes,5,Non-Travel,80,4,3,19
1329,1,"Sales Executive",Sales,2,1,3,No,4,Non-Travel,80,3,2,13
1331,1,"Sales Representative",Sales,1,3,3,Yes,2,Travel_Frequently,80,4,2,11
1333,1,"Laboratory Technician","Research & Development",1,3,3,No,4,Travel_Rarely,80,1,1,12
1334,1,Manager,"Research & Development",4,3,3,Yes,3,Non-Travel,80,3,3,13
1336,1,Manager,"Research & Development",5,1,3,No,5,Travel_Rarely,80,4,3,14
1338,1,Manager,"Human Resources",5,3,3,No,4,Travel_Rarely,80,4,2,14
1340,1,"Research Scientist","Research & Development",1,3,3,No,0,Non-Travel,80,3,3,16
1344,1,"Healthcare Representative","Research & Development",3,3,3,No,0,Travel_Rarely,80,4,4,11
1346,1,"Research Scientist","Research & Development",2,3,3,No,4,Travel_Rarely,80,3,4,13
1349,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Frequently,80,3,1,17
1350,1,"Research Scientist","Research & Development",2,3,3,Yes,3,Travel_Frequently,80,3,3,11
1352,1,Manager,"Human Resources",4,3,3,Yes,2,Travel_Rarely,80,3,2,11
1355,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,2,1,15
1356,1,"Sales Executive",Sales,2,3,3,No,6,Travel_Rarely,80,3,1,12
1358,1,"Laboratory Technician","Research & Development",1,3,3,No,6,Travel_Rarely,80,4,4,11
1360,1,"Manufacturing Director","Research & Development",3,2,3,Yes,0,Travel_Rarely,80,3,1,14
1361,1,"Laboratory Technician","Research & Development",1,3,4,No,3,Travel_Rarely,80,2,2,22
1362,1,"Sales Executive",Sales,2,4,3,No,2,Travel_Frequently,80,1,1,16
1363,1,"Manufacturing Director","Research & Development",3,3,3,No,2,Travel_Rarely,80,4,4,11
1364,1,"Sales Representative",Sales,1,4,3,No,4,Travel_Rarely,80,3,4,14
1367,1,"Manufacturing Director","Research & Development",4,2,3,No,1,Travel_Rarely,80,4,2,16
1368,1,"Laboratory Technician","Research & Development",1,3,3,No,5,Non-Travel,80,4,4,15
1369,1,"Laboratory Technician","Research & Development",2,2,3,No,0,Travel_Rarely,80,4,4,12
1371,1,"Sales Executive",Sales,2,1,4,No,3,Travel_Frequently,80,4,4,20
1372,1,"Sales Executive",Sales,4,4,3,Yes,2,Travel_Rarely,80,1,3,17
1373,1,"Manufacturing Director","Research & Development",4,3,3,Yes,0,Travel_Rarely,80,4,2,12
1374,1,"Research Scientist","Research & Development",1,2,4,No,2,Non-Travel,80,1,3,20
1375,1,"Healthcare Representative","Research & Development",2,4,4,No,0,Travel_Rarely,80,2,3,20
1377,1,"Laboratory Technician","Research & Development",2,3,3,No,1,Travel_Rarely,80,2,3,13
1379,1,"Sales Representative",Sales,1,2,3,No,3,Travel_Frequently,80,3,4,14
1380,1,"Sales Executive",Sales,2,3,3,Yes,0,Travel_Frequently,80,4,3,18
1382,1,"Research Scientist","Research & Development",1,4,3,No,2,Travel_Frequently,80,4,3,11
1383,1,"Healthcare Representative","Research & Development",2,3,3,No,2,Travel_Rarely,80,3,4,11
1387,1,"Sales Executive",Sales,2,2,3,No,0,Travel_Rarely,80,3,1,11
1389,1,"Manufacturing Director","Research & Development",2,3,3,Yes,3,Travel_Rarely,80,4,3,15
1390,1,"Sales Executive",Sales,2,2,3,Yes,2,Travel_Rarely,80,1,4,12
1391,1,"Sales Executive",Sales,3,3,3,No,5,Travel_Frequently,80,2,2,11
1392,1,"Research Scientist","Research & Development",2,3,3,Yes,4,Travel_Frequently,80,4,4,14
1394,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,3,3,15
1395,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Frequently,80,2,4,13
1396,1,"Sales Executive",Sales,2,3,3,Yes,3,Travel_Rarely,80,3,2,13
1397,1,"Healthcare Representative","Research & Development",3,3,4,No,2,Non-Travel,80,3,3,21
1399,1,"Sales Executive",Sales,2,4,3,No,3,Travel_Rarely,80,1,3,11
1401,1,"Manufacturing Director","Research & Development",4,4,3,Yes,3,Travel_Frequently,80,4,3,11
1402,1,"Research Scientist","Research & Development",2,2,3,Yes,3,Travel_Rarely,80,1,3,14
1403,1,"Sales Executive",Sales,2,2,3,Yes,3,Travel_Rarely,80,4,4,11
1405,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,4,3,13
1407,1,"Research Scientist","Research & Development",1,2,3,No,2,Travel_Rarely,80,1,4,12
1408,1,Manager,"Human Resources",4,3,3,No,5,Travel_Rarely,80,3,1,14
1409,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Travel_Rarely,80,3,1,13
1411,1,"Laboratory Technician","Research & Development",1,3,3,No,6,Travel_Rarely,80,1,3,18
1412,1,"Manufacturing Director","Research & Development",3,3,3,No,2,Travel_Frequently,80,3,4,11
1415,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Travel_Rarely,80,1,4,11
1417,1,"Laboratory Technician","Research & Development",1,4,3,No,2,Travel_Rarely,80,3,1,12
1419,1,"Human Resources","Human Resources",3,2,3,No,3,Travel_Rarely,80,2,1,13
1420,1,"Laboratory Technician","Research & Development",2,2,4,No,2,Travel_Frequently,80,1,1,20
1421,1,"Healthcare Representative","Research & Development",3,3,3,Yes,1,Travel_Frequently,80,3,4,12
1422,1,"Research Director","Research & Development",4,3,3,No,3,Travel_Rarely,80,4,4,19
1423,1,"Research Director","Research & Development",5,3,4,Yes,3,Travel_Rarely,80,4,1,21
1424,1,"Research Director","Research & Development",4,4,3,No,4,Travel_Rarely,80,2,4,13
1425,1,"Sales Executive",Sales,2,3,3,Yes,3,Travel_Rarely,80,1,2,16
1427,1,"Sales Representative",Sales,1,1,3,No,3,Travel_Frequently,80,2,3,12
1428,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,4,1,14
1430,1,"Research Director","Research & Development",4,3,3,No,3,Travel_Rarely,80,1,2,11
1431,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Frequently,80,4,1,14
1433,1,"Research Scientist","Research & Development",1,2,3,No,3,Travel_Rarely,80,1,2,12
1434,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Travel_Rarely,80,2,1,14
1435,1,"Laboratory Technician","Research & Development",2,2,3,No,2,Travel_Rarely,80,1,4,16
1436,1,"Sales Executive",Sales,2,2,3,No,3,Travel_Rarely,80,3,1,13
1438,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Rarely,80,1,4,12
1439,1,"Sales Representative",Sales,1,2,3,No,2,Travel_Rarely,80,1,1,12
1440,1,"Laboratory Technician","Research & Development",1,4,3,No,2,Non-Travel,80,3,3,14
1441,1,"Research Scientist","Research & Development",1,3,4,No,3,Travel_Rarely,80,1,1,22
1443,1,"Research Director","Research & Development",4,3,3,No,2,Travel_Rarely,80,1,3,19
1445,1,"Sales Executive",Sales,2,3,3,Yes,3,Travel_Rarely,80,4,3,12
1446,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,4,4,12
1447,1,"Laboratory Technician","Research & Development",1,2,3,No,2,Travel_Rarely,80,4,2,17
1448,1,"Research Scientist","Research & Development",1,4,3,Yes,5,Travel_Rarely,80,2,3,12
1449,1,"Laboratory Technician","Research & Development",2,3,3,No,2,Non-Travel,80,3,3,11
1453,1,"Sales Executive",Sales,3,3,3,No,5,Travel_Rarely,80,1,4,18
1457,1,"Sales Executive",Sales,3,3,3,No,1,Travel_Rarely,80,1,4,11
1458,1,"Laboratory Technician","Research & Development",1,2,4,Yes,2,Non-Travel,80,1,1,23
1459,1,"Manufacturing Director","Research & Development",3,4,3,No,2,Travel_Frequently,80,3,2,11
1460,1,"Healthcare Representative","Research & Development",3,1,3,Yes,2,Travel_Rarely,80,2,1,18
1461,1,"Human Resources","Human Resources",1,4,3,No,3,Travel_Rarely,80,4,2,18
1464,1,"Laboratory Technician","Research & Development",1,3,3,Yes,2,Travel_Frequently,80,2,4,13
1465,1,"Manufacturing Director","Research & Development",3,3,3,Yes,4,Travel_Rarely,80,2,4,18
1466,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,3,1,11
1467,1,"Human Resources","Human Resources",1,3,3,No,0,Travel_Rarely,80,1,3,15
1468,1,"Research Director","Research & Development",3,2,3,No,5,Non-Travel,80,4,2,11
1469,1,"Sales Executive",Sales,2,3,3,No,4,Travel_Rarely,80,4,1,18
1471,1,"Laboratory Technician","Research & Development",1,2,3,No,5,Non-Travel,80,3,3,14
1472,1,"Research Director","Research & Development",4,4,3,No,2,Travel_Rarely,80,4,2,12
1473,1,"Healthcare Representative","Research & Development",2,3,3,No,0,Travel_Rarely,80,1,3,14
1474,1,"Research Scientist","Research & Development",1,3,3,No,3,Travel_Rarely,80,3,3,14
1475,1,"Research Scientist","Research & Development",1,3,3,No,3,Travel_Rarely,80,4,2,13
1477,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Frequently,80,4,1,14
1478,1,"Sales Executive",Sales,2,1,3,No,2,Travel_Rarely,80,4,1,18
1479,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Rarely,80,4,3,15
1480,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Travel_Frequently,80,1,4,13
1481,1,"Sales Executive",Sales,2,3,3,No,4,Travel_Frequently,80,1,3,12
1482,1,"Research Scientist","Research & Development",1,3,3,No,2,Non-Travel,80,3,3,13
1483,1,"Research Scientist","Research & Development",2,4,4,No,2,Travel_Rarely,80,2,3,24
1484,1,"Healthcare Representative","Research & Development",3,3,3,No,3,Travel_Rarely,80,3,2,14
1485,1,"Research Director","Research & Development",4,3,3,No,3,Travel_Frequently,80,2,1,14
1486,1,"Sales Representative",Sales,1,3,3,No,3,Travel_Frequently,80,1,3,15
1487,1,"Sales Executive",Sales,2,3,3,No,4,Travel_Frequently,80,1,2,11
1489,1,"Sales Executive",Sales,2,2,4,Yes,2,Travel_Rarely,80,1,2,23
1492,1,"Sales Representative",Sales,1,3,3,No,3,Travel_Rarely,80,4,3,13
1494,1,"Laboratory Technician","Research & Development",1,3,3,Yes,2,Travel_Frequently,80,2,1,11
1495,1,"Sales Representative",Sales,1,3,3,No,2,Non-Travel,80,4,2,13
1496,1,"Manufacturing Director","Research & Development",3,3,3,Yes,2,Travel_Frequently,80,2,3,18
1497,1,"Sales Executive",Sales,2,2,3,No,3,Travel_Rarely,80,3,3,14
1499,1,"Human Resources","Human Resources",1,3,4,No,3,Travel_Rarely,80,3,3,21
1501,1,"Healthcare Representative","Research & Development",2,3,3,Yes,2,Travel_Rarely,80,4,3,16
1502,1,"Laboratory Technician","Research & Development",1,2,3,No,5,Travel_Rarely,80,1,2,11
1503,1,"Sales Executive",Sales,2,3,3,Yes,4,Travel_Rarely,80,3,3,17
1504,1,"Laboratory Technician","Research & Development",1,2,3,No,2,Travel_Frequently,80,3,1,11
1506,1,"Research Scientist","Research & Development",1,2,3,No,2,Travel_Rarely,80,1,3,14
1507,1,"Sales Executive",Sales,2,3,3,No,5,Travel_Frequently,80,3,1,14
1509,1,"Laboratory Technician","Research & Development",2,2,4,No,3,Travel_Rarely,80,3,1,25
1513,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Travel_Frequently,80,4,2,13
1514,1,"Manufacturing Director","Research & Development",2,1,3,No,2,Travel_Rarely,80,3,2,14
1515,1,"Healthcare Representative","Research & Development",2,3,3,Yes,6,Travel_Rarely,80,4,3,17
1516,1,Manager,"Research & Development",3,3,4,No,5,Travel_Rarely,80,3,4,25
1520,1,Manager,"Research & Development",4,3,4,No,2,Travel_Frequently,80,2,4,20
1522,1,"Research Scientist","Research & Development",1,2,3,No,2,Travel_Rarely,80,1,1,13
1523,1,"Research Director","Research & Development",4,3,3,No,1,Travel_Rarely,80,4,1,13
1525,1,"Manufacturing Director","Research & Development",3,3,3,No,3,Travel_Rarely,80,2,2,18
1527,1,Manager,Sales,4,3,3,No,2,Travel_Rarely,80,3,2,12
1529,1,"Healthcare Representative","Research & Development",3,2,3,No,3,Travel_Rarely,80,4,2,19
1533,1,"Laboratory Technician","Research & Development",2,3,3,No,2,Travel_Rarely,80,1,3,14
1534,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Travel_Rarely,80,4,1,14
1535,1,"Sales Executive",Sales,3,2,3,Yes,3,Travel_Rarely,80,4,3,14
1537,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Frequently,80,4,3,12
1539,1,"Research Director","Research & Development",4,1,3,Yes,2,Travel_Frequently,80,3,4,13
1541,1,"Sales Representative",Sales,1,3,4,Yes,4,Travel_Rarely,80,2,3,25
1542,1,"Laboratory Technician","Research & Development",1,2,3,No,3,Travel_Rarely,80,3,2,14
1543,1,"Research Scientist","Research & Development",2,3,3,No,2,Travel_Rarely,80,1,4,17
1544,1,"Healthcare Representative","Research & Development",2,1,3,No,3,Travel_Rarely,80,3,1,13
1545,1,"Manufacturing Director","Research & Development",2,2,3,No,2,Travel_Rarely,80,4,2,13
1546,1,"Research Scientist","Research & Development",1,3,4,No,3,Travel_Rarely,80,4,4,20
1547,1,"Healthcare Representative","Research & Development",3,3,3,Yes,3,Travel_Frequently,80,4,4,14
1548,1,"Sales Executive",Sales,2,3,3,No,5,Travel_Rarely,80,1,1,12
1549,1,"Laboratory Technician","Research & Development",2,3,3,Yes,3,Travel_Rarely,80,2,3,12
1550,1,Manager,"Human Resources",4,3,4,Yes,2,Travel_Rarely,80,3,4,21
1551,1,"Laboratory Technician","Research & Development",1,2,3,No,3,Travel_Rarely,80,3,1,14
1552,1,"Healthcare Representative","Research & Development",2,3,3,Yes,2,Non-Travel,80,4,4,18
1553,1,"Healthcare Representative","Research & Development",3,3,3,No,4,Travel_Rarely,80,1,2,12
1554,1,"Sales Representative",Sales,1,2,4,No,5,Travel_Rarely,80,2,3,23
1555,1,"Research Scientist","Research & Development",2,2,3,No,2,Travel_Rarely,80,4,2,12
1556,1,"Sales Representative",Sales,1,3,4,Yes,3,Travel_Rarely,80,3,4,21
1557,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Rarely,80,3,3,14
1558,1,"Research Scientist","Research & Development",1,4,3,No,2,Travel_Rarely,80,3,3,18
1560,1,"Sales Executive",Sales,2,3,3,No,6,Travel_Rarely,80,1,1,13
1562,1,"Sales Executive",Sales,2,2,3,No,4,Travel_Rarely,80,2,1,11
1563,1,"Human Resources","Human Resources",2,3,3,No,2,Travel_Frequently,80,3,3,11
1564,1,"Laboratory Technician","Research & Development",1,2,3,No,3,Travel_Rarely,80,4,1,19
1568,1,"Sales Executive",Sales,3,3,3,No,3,Travel_Rarely,80,3,2,12
1569,1,"Laboratory Technician","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,1,1,12
1572,1,"Manufacturing Director","Research & Development",3,2,3,No,4,Travel_Rarely,80,3,4,16
1573,1,"Manufacturing Director","Research & Development",2,3,3,No,2,Travel_Rarely,80,3,2,11
1574,1,"Research Scientist","Research & Development",2,3,3,No,3,Non-Travel,80,4,1,14
1576,1,"Research Scientist","Research & Development",1,3,3,No,3,Travel_Rarely,80,3,1,12
1577,1,"Research Scientist","Research & Development",1,3,3,No,4,Travel_Rarely,80,1,4,13
1578,1,Manager,Sales,5,2,4,No,3,Travel_Rarely,80,3,4,21
1580,1,"Research Scientist","Research & Development",2,3,3,No,3,Travel_Rarely,80,2,4,17
1581,1,"Research Scientist","Research & Development",1,3,4,No,5,Travel_Rarely,80,1,4,21
1582,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,3,2,11
1583,1,"Sales Executive",Sales,2,3,3,No,5,Travel_Rarely,80,2,2,12
1585,1,"Sales Executive",Sales,2,3,3,No,5,Travel_Rarely,80,2,3,13
1586,1,"Laboratory Technician","Research & Development",1,3,3,Yes,3,Travel_Rarely,80,2,1,18
1587,1,"Healthcare Representative","Research & Development",2,3,3,Yes,4,Travel_Rarely,80,1,3,16
1588,1,"Sales Executive",Sales,3,4,3,No,3,Travel_Rarely,80,4,3,11
1590,1,"Healthcare Representative","Research & Development",2,3,3,No,0,Travel_Frequently,80,1,4,19
1591,1,Manager,Sales,5,3,3,Yes,2,Travel_Rarely,80,3,3,16
1592,1,"Research Scientist","Research & Development",1,4,3,No,2,Travel_Rarely,80,4,3,16
1594,1,"Laboratory Technician","Research & Development",2,4,3,Yes,3,Travel_Frequently,80,1,1,13
1595,1,Manager,"Research & Development",5,2,4,No,2,Travel_Rarely,80,4,4,22
1596,1,"Laboratory Technician","Research & Development",2,4,3,No,3,Travel_Rarely,80,2,3,17
1597,1,"Healthcare Representative","Research & Development",2,2,3,No,3,Travel_Frequently,80,4,3,14
1598,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Rarely,80,4,1,15
1599,1,"Laboratory Technician","Research & Development",1,4,3,No,0,Travel_Rarely,80,4,2,12
1601,1,"Laboratory Technician","Research & Development",1,2,3,No,5,Travel_Rarely,80,3,4,18
1602,1,Manager,Sales,4,4,3,No,5,Travel_Rarely,80,4,1,15
1604,1,"Laboratory Technician","Research & Development",1,3,3,Yes,3,Travel_Rarely,80,3,2,17
1605,1,"Research Scientist","Research & Development",1,2,3,Yes,2,Non-Travel,80,2,3,14
1606,1,"Healthcare Representative","Research & Development",4,3,3,Yes,3,Travel_Frequently,80,2,3,15
1607,1,"Research Scientist","Research & Development",1,4,3,No,3,Travel_Rarely,80,2,4,17
1608,1,"Research Director","Research & Development",5,3,3,Yes,4,Travel_Rarely,80,2,4,14
1609,1,"Research Scientist","Research & Development",1,2,3,No,3,Travel_Rarely,80,2,2,12
1611,1,"Laboratory Technician","Research & Development",2,1,3,Yes,3,Travel_Rarely,80,3,1,14
1612,1,"Sales Executive",Sales,2,2,3,No,2,Non-Travel,80,1,1,15
1613,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Frequently,80,4,1,13
1614,1,"Manufacturing Director","Research & Development",2,3,3,Yes,2,Travel_Rarely,80,3,3,12
1615,1,"Manufacturing Director","Research & Development",2,4,3,No,3,Travel_Frequently,80,3,4,13
1617,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Travel_Rarely,80,3,1,14
1618,1,"Manufacturing Director","Research & Development",2,3,3,No,3,Travel_Rarely,80,2,1,13
1619,1,"Laboratory Technician","Research & Development",1,2,3,No,3,Travel_Rarely,80,4,1,11
1621,1,"Research Scientist","Research & Development",2,4,3,No,2,Travel_Rarely,80,2,1,11
1622,1,"Manufacturing Director","Research & Development",2,1,4,No,5,Travel_Rarely,80,2,1,21
1623,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Rarely,80,3,4,18
1624,1,"Sales Representative",Sales,1,3,3,Yes,2,Travel_Frequently,80,2,4,12
1625,1,Manager,"Human Resources",5,3,3,No,2,Travel_Rarely,80,4,3,11
1627,1,"Laboratory Technician","Research & Development",2,2,3,No,3,Travel_Rarely,80,3,3,15
1628,1,"Manufacturing Director","Research & Development",3,2,3,No,2,Travel_Rarely,80,1,3,13
1630,1,"Healthcare Representative","Research & Development",2,3,3,No,5,Non-Travel,80,3,3,12
1631,1,"Manufacturing Director","Research & Development",2,3,3,No,2,Travel_Rarely,80,3,3,17
1633,1,"Manufacturing Director","Research & Development",2,3,3,No,2,Travel_Frequently,80,1,3,13
1635,1,"Manufacturing Director","Research & Development",2,2,3,No,3,Travel_Rarely,80,4,4,19
1638,1,"Manufacturing Director","Research & Development",3,2,3,Yes,6,Travel_Rarely,80,4,3,19
1639,1,"Sales Executive",Sales,3,2,3,No,3,Travel_Rarely,80,4,1,17
1640,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Rarely,80,2,2,11
1641,1,"Manufacturing Director","Research & Development",3,3,3,Yes,2,Travel_Rarely,80,3,4,15
1642,1,"Human Resources","Human Resources",2,3,3,Yes,3,Travel_Frequently,80,1,4,11
1644,1,Manager,"Research & Development",4,2,4,No,3,Travel_Frequently,80,3,4,25
1645,1,"Sales Executive",Sales,2,1,3,Yes,2,Travel_Rarely,80,1,4,14
1646,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Frequently,80,1,4,13
1647,1,"Research Scientist","Research & Development",1,4,3,No,0,Travel_Rarely,80,2,3,17
1648,1,"Research Scientist","Research & Development",1,3,3,No,0,Travel_Frequently,80,4,4,13
1649,1,"Laboratory Technician","Research & Development",1,3,3,Yes,3,Travel_Rarely,80,1,1,14
1650,1,"Sales Executive",Sales,2,2,3,No,2,Travel_Rarely,80,3,3,11
1651,1,"Healthcare Representative","Research & Development",3,3,3,No,6,Travel_Rarely,80,2,1,12
1653,1,"Manufacturing Director","Research & Development",2,4,3,No,6,Travel_Frequently,80,4,3,17
1654,1,"Manufacturing Director","Research & Development",2,3,4,No,3,Travel_Rarely,80,4,2,21
1655,1,"Research Director","Research & Development",4,3,3,No,2,Travel_Rarely,80,1,2,16
1656,1,"Research Director","Research & Development",3,2,3,No,3,Travel_Rarely,80,4,1,15
1657,1,"Sales Representative",Sales,1,3,3,No,3,Travel_Rarely,80,3,3,19
1658,1,"Research Scientist","Research & Development",2,3,3,No,2,Travel_Rarely,80,4,2,12
1659,1,"Laboratory Technician","Research & Development",1,3,3,No,4,Travel_Rarely,80,1,2,11
1661,1,"Healthcare Representative","Research & Development",4,2,3,Yes,3,Travel_Rarely,80,3,3,19
1662,1,"Manufacturing Director","Research & Development",2,2,3,No,6,Non-Travel,80,4,3,15
1664,1,"Healthcare Representative","Research & Development",2,4,4,No,3,Travel_Rarely,80,4,1,20
1665,1,Manager,"Research & Development",4,3,4,No,6,Travel_Rarely,80,2,3,25
1666,1,"Research Director","Research & Development",4,2,4,No,3,Travel_Rarely,80,3,3,24
1667,1,"Sales Executive",Sales,2,3,4,Yes,2,Travel_Frequently,80,4,4,24
1668,1,"Research Scientist","Research & Development",2,3,3,No,4,Travel_Frequently,80,4,4,15
1669,1,"Sales Executive",Sales,2,2,3,Yes,3,Travel_Rarely,80,1,2,13
1670,1,"Sales Executive",Sales,2,3,3,No,5,Travel_Rarely,80,4,4,14
1671,1,"Research Scientist","Research & Development",2,3,3,No,4,Travel_Rarely,80,4,2,13
1673,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Rarely,80,1,4,11
1674,1,"Laboratory Technician","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,4,1,16
1675,1,"Laboratory Technician","Research & Development",1,2,4,No,3,Travel_Frequently,80,4,2,22
1676,1,Manager,Sales,4,4,3,No,2,Travel_Rarely,80,2,2,14
1677,1,Manager,"Research & Development",4,3,3,No,2,Travel_Rarely,80,3,3,14
1678,1,"Sales Executive",Sales,3,3,3,Yes,2,Travel_Rarely,80,4,3,16
1680,1,"Sales Representative",Sales,1,3,3,No,3,Travel_Rarely,80,4,1,11
1681,1,"Sales Executive",Sales,2,3,4,Yes,2,Non-Travel,80,3,4,25
1682,1,"Healthcare Representative","Research & Development",2,3,3,No,2,Travel_Rarely,80,1,3,14
1683,1,"Human Resources","Human Resources",1,3,3,Yes,2,Travel_Rarely,80,3,4,18
1684,1,"Laboratory Technician","Research & Development",1,2,3,Yes,2,Travel_Rarely,80,4,3,11
1687,1,"Laboratory Technician","Research & Development",1,3,3,No,5,Travel_Rarely,80,4,3,19
1689,1,"Healthcare Representative","Research & Development",3,4,3,No,2,Travel_Rarely,80,2,4,15
1691,1,"Sales Representative",Sales,1,3,3,Yes,3,Travel_Frequently,80,4,3,11
1692,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Travel_Rarely,80,4,2,12
1693,1,"Laboratory Technician","Research & Development",1,3,4,No,5,Non-Travel,80,4,4,20
1694,1,"Research Scientist","Research & Development",1,2,3,No,1,Travel_Rarely,80,1,2,12
1696,1,"Laboratory Technician","Research & Development",2,2,3,No,3,Travel_Rarely,80,2,4,14
1697,1,"Healthcare Representative","Research & Development",3,1,4,No,2,Travel_Rarely,80,3,4,20
1698,1,"Laboratory Technician","Research & Development",1,4,3,No,6,Travel_Rarely,80,2,2,18
1700,1,"Sales Executive",Sales,2,1,3,No,2,Travel_Frequently,80,3,4,14
1701,1,"Research Scientist","Research & Development",1,2,3,No,3,Travel_Rarely,80,2,4,12
1702,1,"Sales Representative",Sales,1,3,4,Yes,2,Travel_Rarely,80,3,4,21
1703,1,"Healthcare Representative","Research & Development",3,4,3,Yes,2,Travel_Rarely,80,3,4,19
